Company,Location HQ,Industry,%,Date,Source,$ Raised (mm),Stage,Date Added,Country,AI,# Laid Off,_source,_scraped_at
Heygo,"['London', 'Non-U.S.']",Travel,1.0,2023-04-13T00:00:00.000Z,https://skift.com/2023/04/13/why-travel-tech-startup-heygo-closed-a-year-after-raising-20-million/,20.0,Series A,2023-04-14T03:19:33.000Z,United Kingdom,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Lazerpay,"['Lagos', 'Non-U.S.']",Crypto,1.0,2023-04-13T00:00:00.000Z,https://techpoint.africa/2023/04/13/lazerpay-shuts-down/,,Unknown,2023-04-14T03:18:25.000Z,Nigeria,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Mediafly,['Chicago'],Sales,,2023-04-13T00:00:00.000Z,https://www.linkedin.com/feed/update/urn:li:activity:7052332154709540864/,59.0,Private Equity,2023-04-14T03:14:07.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Viasat,['San Diego'],Other,0.04,2023-04-12T00:00:00.000Z,https://www.sandiegouniontribune.com/business/story/2023-04-12/viasat-trims-global-workforce,366.0,Post-IPO,2023-04-25T13:57:35.000Z,United States,,300.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Science 37,['Los Angeles'],Healthcare,,2023-04-12T00:00:00.000Z,https://www.bizjournals.com/triangle/news/2023/04/12/science-37-cutting-140-jobs-us-europe-asia-growth.html,347.0,Post-IPO,2023-05-05T20:45:57.000Z,United States,,140.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Medtronic,['SF Bay Area'],Healthcare,,2023-04-12T00:00:00.000Z,https://www.massdevice.com/medtronic-layoffs-california/,5900.0,Post-IPO,2023-04-14T03:06:16.000Z,United States,,59.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Milkrun,"['Sydney', 'Non-U.S.']",Food,1.0,2023-04-11T00:00:00.000Z,https://www.forbes.com.au/news/investing/milkrun-collapses-as-400-staff-made-redundant/,86.0,Series A,2023-04-11T03:48:52.000Z,Australia,,400.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Redfin,['Seattle'],Real Estate,0.04,2023-04-11T00:00:00.000Z,https://www.geekwire.com/2023/redfin-lays-off-201-employees-as-housing-market-continues-to-retrench/,320.0,Post-IPO,2023-04-14T02:59:09.000Z,United States,,201.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Permutive,"['London', 'Non-U.S.']",Marketing,0.4,2023-04-11T00:00:00.000Z,https://www.businessinsider.com/permutive-announces-second-round-of-layoffs-2023-4?IR=T,105.0,Series C,2023-04-14T03:02:59.000Z,United Kingdom,,80.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Examedi,"['Santiago', 'Non-U.S.']",Healthcare,0.25,2023-04-11T00:00:00.000Z,https://contxto.com/en/startups-es/this-week-in-startups-softbank-shakeups-krans-funding-round-and-layoffs-at-examedi/,19.0,Unknown,2023-04-17T00:37:15.000Z,Chile,,45.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Acxiom,['Little Rock'],Marketing,,2023-04-11T00:00:00.000Z,https://www.thecabin.net/news/acxiom-reduces-workforce-following-assessment/article_82704fbb-6267-5072-a057-b8f026aabe7a.html,,Post-IPO,2023-04-12T22:19:55.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Euler Motors,"['New Delhi', 'Non-U.S.']",Transportation,0.1,2023-04-11T00:00:00.000Z,https://entrackr.com/2023/04/ev-firm-euler-motors-lays-off-10-of-workforce-citing-restructuring/,92.0,Series C,2023-04-11T20:56:26.000Z,India,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Reforge,['SF Bay Area'],Education,,2023-04-11T00:00:00.000Z,https://www.linkedin.com/posts/bbalfour_today-i-made-the-difficult-decision-to-part-activity-7051721504803229697-4wf_/,81.0,Series B,2023-04-12T22:20:46.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Flock Freight,['San Diego'],Logistics,0.08,2023-04-10T00:00:00.000Z,https://www.freightwaves.com/news/flock-freight-under-fire-insiders-recount-toxic-work-culture-leadership-failures,399.0,Series D,2023-05-18T19:53:43.000Z,United States,,45.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Nori,['Seattle'],Energy,0.37,2023-04-10T00:00:00.000Z,https://www.geekwire.com/2023/carbon-removal-startup-nori-lays-off-10-employees-citing-market-concerns/,13.0,Unknown,2023-05-31T22:48:16.000Z,United States,,10.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Simpl,"['Bengaluru', 'Non-U.S.']",Finance,0.25,2023-04-09T00:00:00.000Z,https://entrackr.com/2023/04/exclusive-bnpl-startup-simpl-layoffs-over-150-employees/,71.0,Series B,2023-04-19T15:40:01.000Z,India,,150.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Practo,"['Bengaluru', 'Non-U.S.']",Healthcare,,2023-04-08T00:00:00.000Z,https://inc42.com/buzz/practo-fires-41-employees-over-performance-issues/?utm_source=ActiveCampaign&utm_medium=email&utm_content=Insurance-Dekho+s+LIC+Playbook+%7C+Layoffs+At+Practo%2C+ZestMoney+%7C+Online+Betting+Ads+Under+Govt+s+Radar&utm_campaign=Morning+Newsletter+-+New+Template+8+April&vgo_ee=PV2n3HwtkpF6%2FSWkTE%2BLbU2PnrHTL7zklbRFWZn49c8%2FivNE%2BQ%3D%3D%3AjFxYJjNMz0p5NucAgOKx1lsiGYMyZigG,222.0,Series D,2023-04-09T15:21:14.000Z,India,,41.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Pear Therapeutics,['Boston'],Healthcare,0.92,2023-04-07T00:00:00.000Z,https://www.statnews.com/2023/04/07/pear-therapeutics-bankruptcy-stock-sale/,409.0,Post-IPO,2023-04-08T01:13:55.000Z,United States,,170.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Workit Health,['Ann Arbor'],Healthcare,,2023-04-07T00:00:00.000Z,https://bhbusiness.com/2023/04/07/virtual-sud-provider-workit-lays-off-100-employees-in-anticipation-of-dea-crackdown/,138.0,Series C,2023-04-09T15:25:13.000Z,United States,,100.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
ZestMoney,"['Bengaluru', 'Non-U.S.']",Finance,0.2,2023-04-07T00:00:00.000Z,https://www.moneycontrol.com/news/business/announcements/zestmoney-weighs-layoffs-as-deal-with-phonepe-falls-through-10342251.html,120.0,Series C,2023-04-01T01:56:46.000Z,India,,100.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Absolute Software,"['Vancouver', 'Non-U.S.']",Security,0.05,2023-04-06T00:00:00.000Z,https://www.absolute.com/company/press-releases/2023/absolute-software-announces-workforce-restructuring/,,Post-IPO,2023-04-06T23:58:11.000Z,Canada,,40.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Avocargo,"['Berlin', 'Non-U.S.']",Transportation,1.0,2023-04-06T00:00:00.000Z,https://www.businessinsider.de/gruenderszene/automotive-mobility/lastenrad-startup-avocargo-stellt-betrieb-ein/,,Seed,2023-04-08T01:11:39.000Z,Germany,,16.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Dunzo,"['Bengaluru', 'Non-U.S.']",Food,0.3,2023-04-05T00:00:00.000Z,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/scoop-dunzo-secures-75m-via-convertible-notes-fires-30-staff-tim-cook-may-visit-india-as-apple-opens-first-company-owned-store/articleshow/99281436.cms,382.0,Unknown,2023-04-06T03:11:10.000Z,India,,300.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Amplitude,['SF Bay Area'],Data,0.13,2023-04-05T00:00:00.000Z,https://amplitude.com/blog/team-update,311.0,Post-IPO,2023-04-05T18:14:10.000Z,United States,,99.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Talent.com,"['Montreal', 'Non-U.S.']",Recruiting,0.18,2023-04-05T00:00:00.000Z,https://aimgroup.com/2023/04/05/talent-com-cuts-25-of-staff-source-says/,150.0,Series B,2023-09-07T15:28:30.000Z,Canada,,86.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
1K Kirana,"['Gurugram', 'Non-U.S.']",Retail,0.4,2023-04-04T00:00:00.000Z,https://www.moneycontrol.com/news/business/startup/info-edge-ventures-backed-1k-kirana-lays-off-40-workforce-to-restructure-business-10359421.html,,Series B,2023-04-04T09:45:37.000Z,India,,600.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Foundation Medicine,['Boston'],Healthcare,,2023-04-04T00:00:00.000Z,https://www.foundationmedicine.com/blog/a-strong-foundation-for-the-future,96.0,Acquired,2023-04-09T15:19:57.000Z,United States,,135.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Finder,"['Sydney', 'Non-U.S.']",Retail,,2023-04-04T00:00:00.000Z,https://www.smh.com.au/technology/finder-cuts-staff-for-the-second-time-in-three-months-20230404-p5cxwr.html,30.0,Unknown,2023-04-11T20:57:50.000Z,Australia,,40.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Boost,['New York City'],Finance,0.2,2023-04-04T00:00:00.000Z,https://boostinsurance.com/blog/a-message-from-boost-ceo-alex-maffeo/,37.0,Series B,2023-04-05T00:23:08.000Z,United States,,15.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Cin7,"['Auckland', 'Non-U.S.']",Retail,,2023-04-04T00:00:00.000Z,https://www.nzherald.co.nz/business/post-pandemic-hangover-auckland-based-e-tail-specialist-cin7-culls-staff/3ZF4L4NA2RCSZCO3LHPKOZBNYQ/,,Private Equity,2023-04-05T16:25:17.000Z,New Zealand,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Hyland Software,['Cleveland'],Other,0.2,2023-04-03T00:00:00.000Z,https://www.cleveland.com/news/2023/04/westlake-based-hyland-software-will-layoff-1000-employees-20-of-workforce.html?outputType=amp,,Acquired,2023-04-04T04:27:03.000Z,United States,,1000.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
View,['SF Bay Area'],Other,0.23,2023-04-03T00:00:00.000Z,https://therealdeal.com/national/2023/04/03/view-cuts-23-of-staff-seeks-funds-to-survive-2023/,2300.0,Post-IPO,2023-04-05T00:24:25.000Z,United States,,170.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Guideline,['SF Bay Area'],Finance,0.11,2023-04-03T00:00:00.000Z,https://layoffstracker.com/guideline-to-lay-off-48-employees-11-workforce/,339.0,Series E,2023-04-14T03:12:49.000Z,United States,,48.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Textio,['Seattle'],Recruiting,0.12,2023-04-03T00:00:00.000Z,https://www.geekwire.com/2020/textio-lays-off-30-amid-covid-19-seattle-startup-hopes-ai-writing-tech-will-aid-job-seekers/,42.0,Unknown,2023-04-04T09:39:11.000Z,United States,,15.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Apple,['SF Bay Area'],Retail,,2023-04-03T00:00:00.000Z,https://www.bloomberg.com/news/articles/2023-04-03/apple-to-make-small-number-of-job-cuts-in-some-corporate-retail-teams#xj4y7vzkg,6200.0,Post-IPO,2023-04-05T16:10:00.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Checkout.com,"['London', 'Non-U.S.']",Finance,,2023-04-03T00:00:00.000Z,https://sifted.eu/articles/checkout-com-executives-quit-layoffs-2023,1800.0,Series D,2023-05-24T15:45:13.000Z,United Kingdom,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Domestika,"['Madrid', 'Non-U.S.']",Education,0.45,2023-03-31T00:00:00.000Z,https://www.lavanguardia.com/economia/20230331/8869692/domestika-prepara-ere-despedir-89-personas-espana.html,130.0,Series D,2023-04-01T02:01:16.000Z,Spain,,89.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Airbyte,['SF Bay Area'],Data,,2023-03-31T00:00:00.000Z,Internal memo,181.0,Series B,2023-04-12T22:18:19.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Hulu,"['Beijing', 'Non-U.S.']",Media,,2023-03-30T00:00:00.000Z,https://en.pingwest.com/w/11542,683.0,Acquired,2023-03-31T04:00:11.000Z,China,,200.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Roku,['SF Bay Area'],Media,0.06,2023-03-30T00:00:00.000Z,https://www.reuters.com/technology/streaming-device-maker-roku-cut-200-jobs-second-round-layoffs-2023-03-30/,208.0,Post-IPO,2023-03-30T22:58:53.000Z,United States,,200.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
LendingTree,['Charlotte'],Finance,0.13,2023-03-30T00:00:00.000Z,https://www.wsoctv.com/news/local/lendingtree-cutting-workforce-by-13-latest-layoff-round/264JH3PRKNE4TH3HUR5WA7T6XU/,,Post-IPO,2023-04-01T01:58:21.000Z,United States,,150.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
FanClash,"['Gurugram', 'Non-U.S.']",Consumer,0.75,2023-03-30T00:00:00.000Z,https://inc42.com/buzz/exclusive-sequoia-backed-fanclash-fires-75-workforce-within-a-year-of-raising-40-mn/,50.0,Series B,2023-03-31T03:54:09.000Z,India,,100.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Loop,['Austin'],Finance,0.25,2023-03-30T00:00:00.000Z,https://coverager.com/loop-conducts-another-round-of-layoffs/,24.0,Series A,2023-04-03T03:41:53.000Z,United States,,19.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Crossbeam,['Philadelphia'],Sales,0.15,2023-03-30T00:00:00.000Z,https://technical.ly/startups/crossbeam-layoffs-2023/ ,116.0,Series C,2023-06-01T04:47:53.000Z,United States,,17.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Spotify,"['Stockholm', 'Non-U.S.']",Media,,2023-03-30T00:00:00.000Z,https://www.bloomberg.com/news/newsletters/2023-03-30/tensions-flare-inside-npr-after-staff-layoffs-and-town-halls,2100.0,Post-IPO,2023-04-01T02:00:22.000Z,Sweden,,15.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
AnswerLab,['SF Bay Area'],Marketing,0.17,2023-03-30T00:00:00.000Z,https://www.linkedin.com/feed/update/urn:li:activity:7047309428986953729/,,Unknown,2023-03-31T04:04:58.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Endowus,"['Singapore', 'Non-U.S.']",Finance,,2023-03-30T00:00:00.000Z,https://www.techinasia.com/endowus-cuts-10-staff-market-downturn,44.0,Unknown,2023-08-07T14:50:39.000Z,Singapore,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
GoodWorker,"['Singapore', 'Non-U.S.']",Recruiting,0.9,2023-03-30T00:00:00.000Z,https://www.dealstreetasia.com/stories/goodworker-lays-off-staff-336649,,Acquired,2023-05-02T16:25:05.000Z,Singapore,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Kyndryl,['New York City'],Infrastructure,,2023-03-30T00:00:00.000Z,https://www.channelfutures.com/business-models/kyndryl-confirms-layoffs-as-no-1-cost-is-always-flesh-and-bone,,Post-IPO,2023-04-01T01:54:56.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Nowports,"['Monterrey', 'Non-U.S.']",Logistics,0.15,2023-03-30T00:00:00.000Z,https://www.montevideo.com.uy/Noticias/Unicornio-Nowports-realizo-algunos-despidos-pero-dice-que-su-nivel-economico-es-fuerte--uc849751,,Series C,2023-05-10T15:02:57.000Z,Mexico,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Unacademy,"['Bengaluru', 'Non-U.S.']",Education,0.12,2023-03-30T00:00:00.000Z,https://inc42.com/buzz/unacademy-fires-380-employees-fourth-round-layoffs-12-months/,838.0,Series H,2023-03-30T21:07:35.000Z,India,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
CoverMyMeds,['Columbus'],Healthcare,,2023-03-29T00:00:00.000Z,https://www.dispatch.com/story/business/information-technology/2023/03/29/covermymeds-latest-columbus-tech-firm-to-lay-off-hundreds/70059386007/,5.0,Acquired,2023-03-29T23:07:03.000Z,United States,,800.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Electronic Arts,['SF Bay Area'],Consumer,0.06,2023-03-29T00:00:00.000Z,https://www.wsj.com/articles/electronic-arts-says-it-is-laying-off-6-of-workforce-d9c2b7e1?mod=djemalertNEWS,2.0,Post-IPO,2023-03-29T21:00:58.000Z,United States,,780.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Seagate,['SF Bay Area'],Hardware,,2023-03-29T00:00:00.000Z,https://in.investing.com/news/seagate-unveils-further-round-of-layoffs-citing-economic-uncertainty-3578578,,Post-IPO,2023-04-01T02:09:11.000Z,United States,,480.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Drizly,['Boston'],Retail,,2023-03-29T00:00:00.000Z,https://www.brewbound.com/news/drizly-employees-affected-by-layoff-tidal-wave/,119.0,Acquired,2023-03-31T03:56:21.000Z,United States,,100.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
iCAD,['Nashua'],Healthcare,0.28,2023-03-29T00:00:00.000Z,https://www.medtechdive.com/news/iCAD-AI-layoffs-new-ceo/646300/,59.0,Post-IPO,2023-04-08T01:12:21.000Z,United States,,23.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Anyline,"['Vienna', 'Non-U.S.']",Other,0.25,2023-03-29T00:00:00.000Z,https://brutkasten.com/artikel/anyline-jobabbau,37.0,Series B,2023-03-31T03:58:41.000Z,Austria,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
OnePipe,"['Lagos', 'Non-U.S.']",Finance,,2023-03-29T00:00:00.000Z,https://disrupt-africa.com/2023/03/29/nigerian-fintech-startup-onepipe-secures-4-8m-credit-facility-lays-off-staff/,9.0,Seed,2023-03-31T04:01:15.000Z,Nigeria,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Shift,['SF Bay Area'],Transportation,0.3,2023-03-29T00:00:00.000Z,https://techcrunch.com/2023/03/29/online-used-car-marketplace-shift-cuts-workforce-30-following-carlotz-merger/,504.0,Post-IPO,2023-03-29T23:19:37.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Lucid Motors,['SF Bay Area'],Transportation,0.18,2023-03-28T00:00:00.000Z,https://techcrunch.com/2023/03/28/lucid-to-lay-off-1300-employees-in-restructuring/,8300.0,Post-IPO,2023-03-29T00:54:57.000Z,United States,,1300.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Blue Nile,['Seattle'],Retail,,2023-03-28T00:00:00.000Z,https://www.retaildive.com/news/blue-nile-to-lay-off-119-workers-close-seattle-fulfillment-center/646172/,62.0,Acquired,2023-03-29T00:56:12.000Z,United States,,119.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
AEye,['SF Bay Area'],Transportation,0.33,2023-03-28T00:00:00.000Z,https://investors.aeye.ai/node/8921/html,314.0,Post-IPO,2023-03-29T23:07:49.000Z,United States,,46.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Rackspace,['San Antonio'],Data,,2023-03-27T00:00:00.000Z,https://www.bizjournals.com/sanantonio/news/2023/03/27/rackspace-reducing-workforce.html,17.0,Acquired,2023-03-28T00:14:49.000Z,United States,,275.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Better Therapeutics,['SF Bay Area'],Healthcare,0.35,2023-03-27T00:00:00.000Z,https://www.mobihealthnews.com/news/prescription-digital-therapeutics-company-better-therapeutics-announces-layoffs,143.0,Post-IPO,2023-04-01T02:03:02.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Aspiration,['Los Angeles'],Finance,,2023-03-24T00:00:00.000Z,"https://ccwd.hecc.oregon.gov/Layoff/uploads/LOT8534/WARN%208534%20Aspirations,%20OR%20-%20Govt%20Official%20WARN%20letter.pdf",250.0,Unknown,2023-03-29T00:44:43.000Z,United States,,170.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
The Meet Group,['New Hope'],Consumer,,2023-03-24T00:00:00.000Z,https://technical.ly/startups/the-meet-group-geoff-cook-layoffs-parship-reorganization/,,Acquired,2023-03-29T23:09:34.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Cimpress,"['Paris', 'Non-U.S.']",Retail,,2023-03-23T00:00:00.000Z,https://www.marketwatch.com/story/cimpress-plans-to-cut-about-500-jobs-768d3efc,300.0,Post-IPO,2023-04-11T21:00:23.000Z,France,,500.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Veeam,['Columbus'],Data,,2023-03-23T00:00:00.000Z,https://blocksandfiles.com/2023/03/23/200-people-get-laid-off-by-veeam/,500.0,Acquired,2023-03-24T18:36:13.000Z,United States,,200.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Glovo,"['Barcelona', 'Non-U.S.']",Food,,2023-03-23T00:00:00.000Z,https://www.eldiario.es/economia/glovo-acuerda-ere-oficinas-despedir-140-trabajadores_1_10061101.html,1200.0,Acquired,2024-02-05T05:06:11.000Z,Spain,,140.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
TakeOff,"['Kyiv', 'Non-U.S.']",Retail,,2023-03-23T00:00:00.000Z,https://dou.ua/lenta/news/takeoff-layoff/?,146.0,Unknown,2023-03-26T21:25:22.000Z,Ukraine,,50.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
